,DATA,INCOME,OVERCHARGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,REPORTED_SATISFACTION,CONSIDERING_CHANGE_OF_PLAN,CHURNED
0,0.1,0.10451307659221803,0.006666666666666667,0.0,0.8792231826358472,0.032509752925877766,0.034482758620689655,1.0,0.75,1.0
1,0.048128787878787875,0.2249666921939091,0.5233333333333334,0.16853932584269662,0.28633698870915936,0.14954486345903772,0.9310344827586207,0.75,0.75,0.0
2,0.03162121212121212,0.5949193793732886,0.006666666666666667,0.14606741573033707,0.9261171720309043,0.4720416124837451,0.6896551724137931,0.5,0.75,1.0
3,0.04015454545454545,0.3234424010994199,0.6166666666666667,0.0,0.9840396432390841,0.33810143042912877,0.4482758620689655,0.75,0.75,0.0
4,0.06666666666666667,0.3492231675461326,0.6733333333333335,0.0,0.287779373891887,0.05851755526657995,0.6206896551724138,1.0,1.0,0.0
5,0.12727272727272726,0.09183512898251209,0.006666666666666667,0.16853932584269662,0.38330739157698823,0.07412223667100129,0.0,1.0,1.0,1.0
6,0.04,0.3827302959411685,0.006666666666666667,0.16853932584269662,0.0005682479961316711,0.30299089726918077,0.034482758620689655,1.0,0.0,1.0
7,0.021374242424242424,0.8435739538201692,0.5666666666666668,0.4157303370786517,0.039518530414209246,0.5318595578673602,0.9655172413793103,0.0,0.25,1.0
8,0.07331363636363636,0.8890509111127429,0.6033333333333334,0.0,0.6211091777345611,0.10143042912873862,0.7931034482758621,1.0,0.75,0.0
9,0.04186666666666666,0.5724746388594567,0.6866666666666668,0.2696629213483146,0.14116668490236842,0.23797139141742524,0.5517241379310345,1.0,0.75,1.0
10,0.04050454545454545,0.4510558836796995,0.14666666666666667,0.06741573033707865,0.6731115166103713,0.1820546163849155,0.1724137931034483,0.0,0.25,1.0
11,0.050116666666666664,0.33539649402557614,0.006666666666666667,0.3258426966292135,0.25795753081539463,0.045513654096228845,0.034482758620689655,1.0,1.0,0.0
12,0.027828787878787876,0.6561165720759942,0.16333333333333333,0.0,0.5715280694509642,0.8049414824447334,0.1724137931034483,1.0,1.0,1.0
13,0.09090909090909091,0.03918256873996831,0.006666666666666667,0.11235955056179775,0.26358118593239144,0.13654096228868662,0.034482758620689655,1.0,0.75,0.0
14,0.021048484848484848,0.22891117568687516,0.7033333333333334,0.550561797752809,0.3424782436313283,0.10533159947984394,0.9655172413793103,0.75,1.0,0.0
15,0.08698030303030303,0.6513380820998079,0.21333333333333335,0.14606741573033707,0.6694008454306626,0.5942782834850455,0.13793103448275862,0.5,0.75,1.0
16,0.055225757575757574,0.3190887823505345,0.12000000000000001,0.0898876404494382,0.34807836881059695,0.916775032509753,0.13793103448275862,0.25,0.75,1.0
17,0.09366363636363635,0.46971350041438054,0.22333333333333333,0.0,0.15741763639422526,0.22756827048114436,0.1724137931034483,0.0,0.0,1.0
18,0.009733333333333332,0.10207924635187729,0.18666666666666668,0.8764044943820224,0.04569160957715526,0.2366710013003901,0.1724137931034483,0.75,0.75,1.0
19,0.12272727272727273,0.37860222611541805,0.006666666666666667,0.12359550561797752,0.10595413309238674,0.24057217165149547,0.13793103448275862,1.0,1.0,1.0
20,0.05944090909090909,0.5401319723466529,0.54,0.0898876404494382,0.9500506481909596,0.31729518855656696,0.9655172413793103,0.0,0.25,1.0
21,0.028409090909090908,0.6672523944903118,0.006666666666666667,0.15730337078651685,0.2530903631963538,0.5929778933680104,0.034482758620689655,0.5,0.25,1.0
22,0.0453030303030303,0.3810937549174911,0.6766666666666667,0.0,0.5521523422288263,0.34070221066319895,0.8275862068965517,1.0,0.5,1.0
23,0.12330757575757577,0.6426413352496249,0.3,0.1348314606741573,0.914700446245269,0.6644993498049415,0.13793103448275862,1.0,1.0,0.0
24,0.00253939393939394,0.4117002192545345,0.5666666666666668,0.10112359550561797,0.9900644837943435,0.2496749024707412,0.7586206896551724,0.5,0.75,1.0
25,0.25,0.6755662327035448,0.006666666666666667,0.0,0.9145204422216495,0.5630689206762028,0.0,0.0,1.0,1.0
26,0.15454545454545454,0.11346684430829915,0.006666666666666667,0.6629213483146067,0.27889211641201395,0.09492847854356307,0.034482758620689655,0.0,1.0,0.0
27,0.06906515151515151,0.8362619724515594,0.6166666666666667,0.0,0.4462617399683052,0.6241872561768531,0.4482758620689655,1.0,0.0,0.0
28,0.1590909090909091,0.24616304564480765,0.006666666666666667,0.0,0.11967561627848153,0.1612483745123537,0.10344827586206896,1.0,0.0,1.0
29,0.14545454545454545,0.3677181792432047,0.006666666666666667,0.3146067415730337,0.41505633655340535,0.1872561768530559,0.0,1.0,0.0,0.0
30,0.43636363636363634,0.5996139441687734,0.006666666666666667,0.16853932584269662,0.16119066190891326,0.42522756827048114,0.0,1.0,0.25,1.0
31,0.17272727272727273,0.07001982732394071,0.006666666666666667,0.0,0.09748688500095884,0.0754226267880364,0.0,0.0,1.0,1.0
32,0.03204242424242424,0.1809951428301669,0.006666666666666667,0.5730337078651685,0.09830925632455315,0.2886866059817945,0.0,1.0,0.75,0.0
33,0.0569969696969697,0.6331787711255416,0.7366666666666668,0.0,0.6187150065707351,0.17555266579973994,0.0,1.0,0.75,1.0
34,0.0815848484848485,0.22170934611793583,0.5833333333333334,0.0,0.4541854464982158,0.10273081924577371,0.9655172413793103,1.0,0.75,0.0
35,0.08636363636363636,0.7315705548503508,0.006666666666666667,0.7078651685393258,0.6921542952136577,0.9960988296488946,0.0,0.75,0.75,0.0
36,0.13556666666666667,0.7645688868373844,0.24333333333333335,0.0,0.11552375876637241,0.58777633289987,0.1724137931034483,0.75,0.75,1.0
37,0.05401818181818181,0.7581853277802838,0.8233333333333335,0.0,0.4529207123453348,0.4031209362808843,0.3448275862068966,0.5,1.0,0.0
38,0.033003030303030305,0.17715032048928378,0.21666666666666667,0.15730337078651685,0.7432530844807119,0.15344603381014305,0.13793103448275862,0.5,0.25,1.0
39,0.027548484848484846,0.12705223293433904,0.006666666666666667,0.2584269662921348,0.3047515179751077,0.14434330299089726,0.13793103448275862,0.75,0.75,1.0
